query,song ratio,artist ratio,album ratio,playlist ratio,family entropy,click entropy
patata,0.5275408029488324,0.0033250365754023295,0.13951853470388173,0.32961562577188347,0.9969577445412585,2.143721141195321
reine des neiges 2,0.36591298256537985,0.001196684308841843,0.5087075809464509,0.12418275217932752,0.9787973111033551,2.023409148880619
soprano – près des étoiles,0.16695099255583126,0.0007754342431761787,0.7602938895781638,0.07197968362282878,0.7021691706311955,0.8190731658757913
ultra vomit,0.24863669489608725,0.5571080340763451,0.16855979694921217,0.025695474078355488,1.0661464746860372,1.9820683122522234
zina,0.9014355620492126,0.014262853962290406,0.044156868201952734,0.040144715786544216,0.42100312541199336,2.3990551432541833
zoufris maracas,0.1633162012304732,0.5501430488391523,0.2391700635491303,0.04737068638124414,1.1113135528033808,2.221800172520737
admiral t,0.24736262902246509,0.5187272313296903,0.19138964784456589,0.04252049180327869,1.1367434448965248,2.7970377963659336
buss it,0.9258478952369149,0.0009501383897219813,0.03616722435659107,0.03703474201677201,0.32006771856562866,1.4475687497761425
dilemma,0.9507126324765501,0.0033621634791082956,0.008478499208186137,0.03744670483615544,0.23065100501367836,0.913488599052682
hornet la frappe,0.2851891978119122,0.4911565891885066,0.20120836684368998,0.022445846155891288,1.1148469951174655,2.5443657413218386
lady mélody,0.9526829629081764,0.0015347065567101808,0.011038792944047927,0.03474353759106542,0.2225980583227285,0.9362073423385093
london grammar,0.20415066828675577,0.5063782908059943,0.24559902794653707,0.04387201296071284,1.1509497312756083,2.153064655636971
loïc nottet – mr/mme,0.8636919315403423,0.00212138645189127,0.10867611103120955,0.02551057097655688,0.4744068710117874,0.7543431867644431
léo ferré,0.14704758994729203,0.507963486364678,0.28355358643342754,0.0614353372546024,1.1547253795011532,3.0110914144853114
ozuna – del mar,0.9233464195199523,0.0009441932117477513,0.028524573870695225,0.04718481339760473,0.325763163276076,0.961231027354565
patrice,0.16172565494827792,0.72523879354762,0.0880266339027387,0.025008917601363402,0.833787478216336,1.528671111335136
pitch perfect,0.08384243140861417,0.004751582035954367,0.7810111892093105,0.130394797346121,0.6919255395321797,2.3264685616302683
special,0.9798557086357512,0.01219088182884958,0.006714763788082924,0.0012386457473162675,0.11555418245730674,0.4356085669920865
zombie - the cranberries,0.46793522186411757,0.0016563725441283588,0.3932388070126423,0.13716959857911173,1.005485164416858,1.8527109050227784
alain bashung,0.27054749427224606,0.47344165591341214,0.19574434466594687,0.06026650514839491,1.1962294751039138,2.6306661359696624
california dreaming,0.9251067416759817,0.007458173755291272,0.01808652947536237,0.04934855509336461,0.32960548151108715,2.1153186506284807
cerrone,0.30538794633349897,0.49206123849411987,0.1702988571022929,0.03225195807008826,1.1234110236661983,2.53773848500766
dance,0.16872476705776493,0.014053490877662408,0.07296686122917727,0.7442548808353954,0.7710207965805791,3.9595463985045676
j'fly,0.9410664536616727,0.0037016111749693156,0.04973796489314033,0.005493970270217616,0.25574124873128334,0.36469222968176673
jeanjass,0.02233072449199397,0.6480577295900051,0.326452215121706,0.0031593307962949667,0.7496518591410692,1.5951805939768666
kalash,0.2608744633178535,0.5608072867770698,0.14300258275023262,0.035315667154844015,1.0710998257708089,2.4042877358244166
la strasbourgeoise,0.9503056504660298,0.0009529786393324501,0.007484368825976803,0.041257002068660946,0.2232275924977055,1.8356396704992104
marshmello,0.3391309267851081,0.5227792237184565,0.06166119723888197,0.07642865225755346,1.0741209588497533,2.352011138589076
party,0.08387485231300554,0.0031809506498227755,0.02683359083886213,0.8861106061983095,0.43039956903778115,3.3789624996443526
rr 9.1,0.954494623655914,0.0006236559139784946,0.029655913978494625,0.015225806451612903,0.21710514357548483,0.8181906550218271
seth gueko,0.15326567585825707,0.6313179389547381,0.198481545169809,0.01693484001719585,0.9678575151567546,2.0475198957080973
shakira,0.25873603384063637,0.5971473236864749,0.05856919529961969,0.08554744717326905,1.0342083789514478,2.140756125520492
twilight,0.021864983119843022,0.004119489573303757,0.45481358700288854,0.5192019403039647,0.8048615535380985,1.9545864979215737
waves,0.9174740302892519,0.014025392606064845,0.044349620509950685,0.024150956594732608,0.3669700812685591,2.3188884818749687
william sheller,0.2935793560629705,0.3937029500255927,0.2658393777855457,0.046878316125891065,1.2224643671443698,2.6581456764795828
côte ouest,0.945037909066686,0.0019378436644623695,0.03965312598406123,0.013371121284790349,0.2512030061119534,0.756693270865359
game of thrones,0.09839381120118652,0.01607874201540458,0.7538132236697959,0.131714223113613,0.7745989585307792,2.7461494230305585
jul sch,0.8912368766036595,0.008134544924873107,0.08534549406716041,0.01528308440430705,0.41569999736557584,1.9160923824956464
king kong,0.4456967213114754,0.00703795862607338,0.2652956674473068,0.2819696526151444,1.1040427903692607,2.6035015925651983
millions,0.867119330984318,0.0023439744733618644,0.11270736612881274,0.01782932841350734,0.455660455721882,0.8515771292829164
noir desir,0.20138099629018077,0.5188814787811207,0.223318251023953,0.05641927390474557,1.16014359124281,2.648953056516119
patrick sebastien – joyeux anniversaire,0.9645174719004824,0.0005877023287704778,0.00347723877855866,0.031417586992188454,0.16762100006361344,0.6440027398836456
rockstar,0.8618954265006662,0.0037511351002707267,0.12508592815133537,0.009267510247727678,0.4524551105178215,1.6537151341022356
tabata,0.6256309900839476,0.02770132905527819,0.13783589417345485,0.20883178668731936,0.9929881400298892,3.9262251399844312
zeguerre,0.30064441009375065,0.48569650492843236,0.1942866320036938,0.01937245297412322,1.1068050039694675,2.473160823019051
bebew,0.2325802534197924,0.10927296473661298,0.6223105652681988,0.035836216575395825,0.9956063656492691,1.3083965832914113
dance 90's,0.03877911514603787,0.009263443289652055,0.6686316394856837,0.2833258020786263,0.7958531679611196,3.209971096722267
hasta luego,0.8419623689859831,0.0028833606936902807,0.03281138190849013,0.1223428884118365,0.5308479104401329,1.8850177317038792
jolie bébé,0.14085899025092968,0.002144125431337733,0.5375221950484104,0.31947468926932227,0.9874898834012042,1.5655372913993213
maher zain,0.38329764453961457,0.39926648138867377,0.12196455419381293,0.09547131987789877,1.215009626449219,3.0109038248292337
ouais ouais,0.9653851206375619,0.001226080483426019,0.027959013880982615,0.005429784998029513,0.17055911581352595,0.6183545401317991
saïan supa crew,0.14487316455067206,0.5265472434097741,0.29476508733136225,0.03381450470819151,1.0922181672171596,2.1465054709256353
soso maness,0.3175468108410024,0.34634895076516253,0.3168093573682075,0.0192948810256276,1.1718369002474396,2.6978369926387145
taki taki – taki taki,0.9430754356592073,0.001721413917513618,0.04503973400617822,0.01016341641710095,0.25250099975343177,0.7618894255933979
telepatía,0.955062335032122,0.0017098557412971664,0.009628313883032587,0.0335994953435482,0.21352258653622755,0.7147363169995244
trop beau,0.9714648065948003,0.001056859015007398,0.014826222181960927,0.012652112208231422,0.15309360035293346,0.9105927976063062
coeur de pirate,0.327388140947463,0.4908531688192705,0.13956130905283448,0.04219738118043203,1.1232633886143177,2.3982372544598896
don't stop me now,0.9583428621690562,0.0028850382619403643,0.030064209693024892,0.008707889875978538,0.20431321765818658,1.2162437772638786
joan baez,0.13618581406304406,0.527886446961473,0.3077647829916228,0.028162955983860066,1.071982063912716,3.0058007477848983
kanoe,0.20022778690302787,0.19464158428115413,0.5592865776179998,0.0458440511978182,1.1068882124834076,2.4516924283172794
mandragora,0.2261131877500164,0.7070463636959801,0.03726473867138829,0.029575709882615254,0.8079912278357856,1.6625480873546379
project x,0.48417039615448365,0.009258601501266842,0.07726551585328313,0.42930548649096634,0.9553821995838325,2.4693194529531324
young thug,0.13201211723055586,0.6490747837512318,0.20315522464323515,0.01575787437497719,0.9370286043137587,1.9267073307502351
arcade fire,0.1905062082139446,0.595396370582617,0.1836676217765043,0.030429799426934096,1.042121571718257,2.115615598742025
clara luciani,0.28705964100206605,0.31936232159747213,0.33989875772130895,0.05367927967915286,1.2465831850385476,2.509597163403079
collectif métissé,0.3331063422534693,0.48380387970699745,0.14961166120661096,0.033478116832922296,1.1153995508031191,2.7212896196800194
coolio – gangsta's paradise,0.9494778763110977,0.001204010280395471,0.021764801222533516,0.027553312185973282,0.23958260803040854,0.9343390775999616
dior pop smoke,0.9303804529733348,0.0008553683662464205,0.042043214697459926,0.02672096396295883,0.3032090129473625,0.7838582967919837
faded,0.9150322027404258,0.007571749165283074,0.06289113101862832,0.014504917075662756,0.3536086600076074,1.428938965314911
fatals picard,0.05559910312266438,0.6700329948775908,0.1400550522266985,0.13431284977304628,0.9739119372691181,1.5065766672721654
hits de l'été 2021,0.02078005115089514,7.218876330335781e-05,0.5770563484860985,0.402091411599703,0.7647955853256045,1.702856852816128
joyeux anniversaire,0.8848304534773113,0.01196293475651857,0.07076711541253901,0.03243949635363111,0.45984616354926433,2.011146469127048
kamikaz,0.33072026892979167,0.2832786840074948,0.3239625812851317,0.06203846577758183,1.2608564157893318,2.985087431786811
the who,0.20177601517372187,0.6220708681782913,0.13973618415380637,0.036416932494180536,1.013899742170774,2.1534556087539376
where is my mind?,0.9639230123846375,0.0035563569881162578,0.009304131134402744,0.02321649949284346,0.18635197020838723,1.6438469645992249
alexandrie alexandra,0.959705493977832,0.0017206194229922773,0.014205113840982754,0.02436877275819295,0.20137080463177495,0.8075319343580301
diams,0.22896477418968664,0.44114566186813514,0.1284470116421752,0.201442552300003,1.2849272583641167,2.436044932812796
ellie goulding,0.641756477163944,0.21015656362906462,0.04025260167371769,0.10783435753327363,0.9819514832763316,3.4169741372016262
lil baby,0.18993219842934492,0.631696014828545,0.1566265060240964,0.021745280718013755,0.9792790212984639,2.0769380381474525
ma 6t a craqué (feat. ninho),0.9297481084187338,0.0002633847332630974,0.05114452638636146,0.018843980461641607,0.2967929245546285,0.43197746092661976
mobali,0.9370884626395648,0.0025527244966122723,0.001407577058879664,0.05895123580494322,0.2522666050347283,0.45059470462506873
negrito senpai,0.3723817940786566,0.3696420680512594,0.20627485638532922,0.05170128148475475,1.2144948188919509,2.5346401551869393
nirvana,0.2004873277423761,0.5314669799763474,0.23446329318570736,0.0335823990955691,1.1121809345667242,2.0233008650257576
nolwenn leroy,0.23390338842447833,0.43554974156084486,0.28066173186140003,0.049885138153276755,1.207998894100281,2.7466884458090055
on a mangé le soleil,0.8514456243702039,0.0017828075342996668,0.12971862646306487,0.017052941632431595,0.4825791903547444,0.7245366044901561
one direction,0.2883533349951925,0.5450081905915032,0.10430095082083972,0.06233752359246465,1.0981505806703742,2.2902241659769804
prodigy,0.1845000539316147,0.6742170927264229,0.11147664761082947,0.029806205731132924,0.9268864902042588,1.9306149803310049
sheryfa luna,0.6686472788111406,0.1307080995964964,0.08560919200866056,0.11503542958370239,0.994283001450433,3.161700758853216
sport motivation 2021,0.020649307422485087,6.400901246895563e-05,0.5770924546176102,0.4021942289474358,0.764323728972511,1.9403510202114493
suzuya,0.2596074717016288,0.5230268776299241,0.14868872568048072,0.0686769249879664,1.156414236931744,2.4541293635121204
ateyaba,0.11038256448412699,0.4360894097222222,0.44468470982142855,0.008843315972222222,1.0073554824226219,2.1350343079963823
bryan adams,0.30200959665542304,0.5274834909021806,0.1204095206423108,0.05009739180008552,1.1038639454965644,2.6050170376363337
cheb bello,0.4115747129811786,0.4346243063100097,0.08695716005520157,0.06684382065361012,1.1207602867650104,2.544510208667189
kendji girac – bebeto,0.8476745193140481,0.00036809284600727523,0.027758531093019227,0.12419885674692534,0.5015513212757599,1.40775786860981
l'artiste,0.03092970395057941,0.5178145612249166,0.050131778946047326,0.40112395587845656,0.9647763863760306,1.584941831102346
laisse moi t'aimer,0.9137351355010492,0.001421576370241668,0.046189949680709434,0.03865333844799964,0.3595298345654595,1.6234054682093448
le sanglier,0.9618941267673226,0.0005445014581564473,0.02941230757872199,0.008149064195799033,0.18437637123546863,0.623505461777025
lil tjay,0.29168975748510334,0.511988425982688,0.18841617419876902,0.007905642333439593,1.0548834674564693,2.103846857931971
musique pour dormir,0.04969804126236859,0.024087466848445472,0.6220563017244134,0.3041581901647725,0.8962512933503594,2.365793182781179
musique qui bouge,0.07821153889275063,0.0,0.08158620535013567,0.8402022557571137,0.5500620605093702,2.3043965285572265
pirate des caraïbes,0.48904636294541065,0.000245897974694863,0.0018777663522153171,0.5088299727276792,0.7074320114855324,2.191200572379358
sade,0.285097128750698,0.32444823228612574,0.36124988979339934,0.02920474916977694,1.193996150818653,2.636663966573243
wake me up,0.9369960336486074,0.00547007801943948,0.01344636708364207,0.04408752124831103,0.2850305419197229,1.8007741223414602
what is love,0.9439822144372958,0.00400848856401792,0.017836089870987303,0.034173207127698994,0.2637398891713618,1.1876864667732687
yrn,0.8166718105552594,0.00255323924693471,0.09425942033051822,0.08651552986728768,0.6149882713049927,3.103714697068274
alain souchon,0.23918741808650065,0.5079638124362895,0.18419615552643076,0.06865261395077908,1.1817403399530049,2.5661504023188875
avril lavigne,0.28474712875277053,0.5650715293169454,0.11312714084223252,0.03705420108805158,1.048869633727817,2.3158702146949595
ce rêve bleu,0.9382281029771322,0.00016779327868066542,0.026822954120523514,0.034781149623663646,0.27515958607810315,1.3102185372196828
franglish,0.3492816599362272,0.3945931282980433,0.22908317594853134,0.027042035817198194,1.169557997809472,2.977162544207013
let her go,0.3533425344556111,0.002449312831677779,0.616118811111327,0.028089341601384057,0.7810547540545617,1.3897620137441011
moha k,0.28031316951887214,0.29661967360541697,0.399127145766657,0.023940011109053878,1.1729363427246575,2.7260737207394734
ninho – tout en gucci,0.7765838440813626,0.0002993587420630544,0.05646851218705195,0.16664828498952244,0.6596952977997668,0.8920355736367555
